"PermitNumber","PermitteeName","PermitTypeID","PermitIssueDateFrom","IssuedWorkStartDate","IssuedWorkEndDate","PermitHouseNumber","OnStreetName","FromStreetName","ToStreetName","RoadWayType","SideWalkType","Status","BoroughName","SpecificLocation","CraneType","EquipmentType",
"M022019197A26","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0204","7/16/2019 5:35:44 AM","7/16/2019 5:35:44 AM","10/7/2019 11:59:59 PM","'","WEST   34 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","Working along 80 ft on the North side of West 34 Street, 160 ft from the NW corner at 8th Avenue ","","Forklift",
"M022019197A25","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0204","7/16/2019 5:35:44 AM","7/16/2019 5:35:44 AM","10/7/2019 11:59:59 PM","'","WEST   34 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","Working along 80 ft on the North side of West 34 Street, 160 ft from the NW corner at 8th Avenue ","","Excavator",
"M022019197A24","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0204","7/16/2019 5:35:43 AM","7/16/2019 5:35:43 AM","10/7/2019 11:59:59 PM","'","WEST   34 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","Working along 80 ft on the North side of West 34 Street, 160 ft from the NW corner at 8th Avenue ","","Compressor",
"M022019197A23","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0204","7/16/2019 5:35:43 AM","7/16/2019 5:35:43 AM","10/7/2019 11:59:59 PM","'","WEST   34 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","Working along 80 ft on the North side of West 34 Street, 160 ft from the NW corner at 8th Avenue ","","Bobcat",
"M022019197A22","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0215","7/16/2019 5:35:42 AM","7/16/2019 5:35:42 AM","10/7/2019 11:59:59 PM","'","WEST   34 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","Working along 80 ft on the North side of West 34 Street, 160 ft from the NW corner at 8th Avenue ","","",
"M022019197A21","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0214","7/16/2019 5:35:42 AM","7/16/2019 5:35:42 AM","10/7/2019 11:59:59 PM","'","WEST   34 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","Working along 80 ft on the North side of West 34 Street, 160 ft from the NW corner at 8th Avenue ","","",
"M022019197A20","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0202","7/16/2019 5:35:42 AM","7/16/2019 5:35:42 AM","10/7/2019 11:59:59 PM","'","WEST   34 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","Working along 80 ft on the North side of West 34 Street, 160 ft from the NW corner at 8th Avenue ","","",
"M022019197A19","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0201","7/16/2019 5:35:41 AM","7/16/2019 5:35:41 AM","10/7/2019 11:59:59 PM","'","WEST   34 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","Working along 80 ft on the North side of West 34 Street, 160 ft from the NW corner at 8th Avenue ","","",
"M022019197A18","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0204","7/16/2019 5:33:47 AM","7/26/2019 12:00:00 AM","10/23/2019 11:59:59 PM","'","WEST  125 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","","","Maintain Fence",
"M022019197A17","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0204","7/16/2019 5:33:47 AM","8/5/2019 12:00:00 AM","11/2/2019 11:59:59 PM","'","WEST  125 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","","","Jersey Barrier",
"M022019197A16","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0204","7/16/2019 5:33:46 AM","7/31/2019 12:00:00 AM","10/28/2019 11:59:59 PM","'","WEST  125 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","Working along 50' feet on the North side of West 125th. Street, 325' from 7th. Avenue. ","","Guard Booth",
"M022019197A15","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0215","7/16/2019 5:33:46 AM","8/5/2019 12:00:00 AM","11/2/2019 11:59:59 PM","'","WEST  125 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","","","",
"M022019197A14","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0208","7/16/2019 5:33:45 AM","7/31/2019 12:00:00 AM","10/28/2019 11:59:59 PM","'","WEST  125 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","Work on North side of West 125th. ST., 400 ft from Frederick Douglass Blvd. ","","",
"M022019197A13","FLINTLOCK CONSTRUCTION SERVICES, LLC","'0202","7/16/2019 5:33:45 AM","8/5/2019 12:00:00 AM","11/2/2019 11:59:59 PM","'","WEST  125 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","","","",
"M162019197A01","ROYAL WASTE SERVICES, INC.","'1601","7/16/2019 5:24:48 AM","7/16/2019 5:24:48 AM","7/20/2019 11:59:59 PM","'","WEST   65 STREET","AMSTERDAM AVENUE","BROADWAY","","","ACTIVE","MANHATTAN","","","",
"M162019197A00","ROYAL WASTE SERVICES, INC.","'1601","7/16/2019 5:18:19 AM","7/16/2019 5:18:19 AM","7/20/2019 11:59:59 PM","'","WEST   65 STREET","AMSTERDAM AVENUE","BROADWAY","","","ACTIVE","MANHATTAN","","","",
"M022019197A12","EXPEDITE GENERAL CONTRACTING, INC.","'0204","7/16/2019 5:03:43 AM","7/16/2019 5:03:43 AM","10/8/2019 11:59:59 PM","'","GREAT JONES STREET","BOWERY","LAFAYETTE STREET","","","ACTIVE","MANHATTAN","","","CONCRETE TRUCK",
"M022019197A11","EXPEDITE GENERAL CONTRACTING, INC.","'0204","7/16/2019 5:03:43 AM","7/16/2019 5:03:43 AM","10/8/2019 11:59:59 PM","'","GREAT JONES STREET","BOWERY","LAFAYETTE STREET","","","ACTIVE","MANHATTAN","","","Jersey Barrier",
"M022019197A10","EXPEDITE GENERAL CONTRACTING, INC.","'0204","7/16/2019 5:03:42 AM","7/16/2019 5:03:42 AM","10/8/2019 11:59:59 PM","'","GREAT JONES STREET","BOWERY","LAFAYETTE STREET","","","ACTIVE","MANHATTAN","","","Excavator",
"M022019197A09","EXPEDITE GENERAL CONTRACTING, INC.","'0204","7/16/2019 5:03:42 AM","7/16/2019 5:03:42 AM","10/8/2019 11:59:59 PM","'","GREAT JONES STREET","BOWERY","LAFAYETTE STREET","","","ACTIVE","MANHATTAN","","","Compressor",
"M022019197A08","EXPEDITE GENERAL CONTRACTING, INC.","'0215","7/16/2019 5:03:41 AM","7/16/2019 5:03:41 AM","10/8/2019 11:59:59 PM","'","GREAT JONES STREET","BOWERY","LAFAYETTE STREET","","","ACTIVE","MANHATTAN","","","",
"M022019197A07","EXPEDITE GENERAL CONTRACTING, INC.","'0211","7/16/2019 5:03:41 AM","7/16/2019 5:03:41 AM","10/8/2019 11:59:59 PM","'","GREAT JONES STREET","BOWERY","LAFAYETTE STREET","","","ACTIVE","MANHATTAN","","","",
"M022019197A06","EXPEDITE GENERAL CONTRACTING, INC.","'0208","7/16/2019 5:03:40 AM","7/16/2019 5:03:40 AM","10/8/2019 11:59:59 PM","'","GREAT JONES STREET","BOWERY","LAFAYETTE STREET","","","ACTIVE","MANHATTAN","","","",
"M022019197A05","EXPEDITE GENERAL CONTRACTING, INC.","'0202","7/16/2019 5:03:39 AM","7/16/2019 5:03:39 AM","10/8/2019 11:59:59 PM","'","GREAT JONES STREET","BOWERY","LAFAYETTE STREET","","","ACTIVE","MANHATTAN","","","",
"M022019197A04","EXPEDITE GENERAL CONTRACTING, INC.","'0201","7/16/2019 5:03:39 AM","7/16/2019 5:03:39 AM","10/8/2019 11:59:59 PM","'","GREAT JONES STREET","BOWERY","LAFAYETTE STREET","","","ACTIVE","MANHATTAN","","","",
"M022019197A03","AHEARN HOLTZMAN, INC. ","'0204","7/16/2019 4:48:15 AM","7/16/2019 4:48:15 AM","10/7/2019 11:59:59 PM","'","THOMPSON STREET","WASHINGTON SQUARE SOUTH","WEST    3 STREET","","","ACTIVE","MANHATTAN","AKA 55 WASHINGTON SQ SOUTH  ","","Timber Barricade",
"M022019197A02","AHEARN HOLTZMAN, INC. ","'0214","7/16/2019 4:48:15 AM","7/16/2019 4:48:15 AM","10/7/2019 11:59:59 PM","'","THOMPSON STREET","WASHINGTON SQUARE SOUTH","WEST    3 STREET","","","ACTIVE","MANHATTAN","AKA 55 WASHINGTON SQ SOUTH  ","","",
"M022019197A01","AHEARN HOLTZMAN, INC. ","'0211","7/16/2019 4:48:14 AM","7/16/2019 4:48:14 AM","10/7/2019 11:59:59 PM","'","THOMPSON STREET","WASHINGTON SQUARE SOUTH","WEST    3 STREET","","","ACTIVE","MANHATTAN","AKA 55 WASHINGTON SQ SOUTH  ","","",
"M022019197A00","AHEARN HOLTZMAN, INC. ","'0201","7/16/2019 4:48:13 AM","7/16/2019 4:48:13 AM","10/7/2019 11:59:59 PM","'","THOMPSON STREET","WASHINGTON SQUARE SOUTH","WEST    3 STREET","","","ACTIVE","MANHATTAN","AKA 55 WASHINGTON SQ SOUTH  ","","",
"B162019197A01","S & D LIN 138 INC.","'1600","7/16/2019 12:48:53 AM","7/16/2019 12:48:53 AM","7/20/2019 11:59:59 PM","'","  84 STREET","  18 AVENUE","  19 AVENUE","","","ACTIVE","BROOKLYN","","","",
"B162019197A00","S & D LIN 138 INC.","'1600","7/16/2019 12:46:38 AM","7/16/2019 12:46:38 AM","7/20/2019 11:59:59 PM","'","  85 STREET","  19 AVENUE","  20 AVENUE","","","ACTIVE","BROOKLYN","","","",
"Q012019197A00","CONSOLIDATED EDISON","'0124","7/16/2019 12:06:56 AM","7/18/2019 12:00:00 AM","7/31/2019 11:59:59 PM","'","  27 AVENUE","COLLEGE POINT BOULEVARD","DEAD END","","","ACTIVE","QUEENS","CREW TO DIG IN THE STREET/SIDEWALK NEAR 119-35 27TH AVE.  ","","",
"B162019196B35","DING FENG LIN CONSTRUCTION LLC","'1600","7/15/2019 11:46:11 PM","7/16/2019 12:00:00 AM","7/20/2019 11:59:59 PM","'","  78 STREET","  17 AVENUE","  18 AVENUE","","","ACTIVE","BROOKLYN","1762 78th Street Brooklyn  ","","",
"B162019196B34","DING FENG LIN CONSTRUCTION LLC","'1600","7/15/2019 11:43:52 PM","7/16/2019 12:00:00 AM","7/20/2019 11:59:59 PM","'","EAST   23 STREET","AVENUE U","GRAVESEND NECK ROAD","","","ACTIVE","BROOKLYN","2154 E 23rd Street Brooklyn ","","",
"M162019196A71","PRESTIGE INDUSTRY CORP.","'1600","7/15/2019 11:41:55 PM","7/16/2019 12:00:00 AM","7/20/2019 11:59:59 PM","'","WEST  169 STREET","BROADWAY","FT WASHINGTON AVENUE","","","ACTIVE","MANHATTAN","","","",
"Q192019196A03","CONSOLIDATED EDISON","'1901","7/15/2019 11:12:10 PM","7/15/2019 11:12:10 PM","10/12/2019 11:59:59 PM","'","MERRICK BOULEVARD"," 111 AVENUE"," 111 ROAD","","","ACTIVE","QUEENS","F/O 111-06 Merrick Blvd ","","",
"Q012019196C60","ORIEL PLUMBING & SEWER CORP","'0113P","7/15/2019 11:11:23 PM","7/16/2019 12:00:00 AM","8/14/2019 11:59:59 PM","'","BEACH   91 STREET","BEACH CHANNEL DRIVE","NYCTA","","","ACTIVE","QUEENS","90-01 Beach Channel Drive ","","",
"M192019196A04","CONSOLIDATED EDISON","'1903","7/15/2019 11:08:51 PM","7/15/2019 11:08:51 PM","10/12/2019 11:59:59 PM","'","   6 AVENUE","WEST   46 STREET","WEST   47 STREET","","","ACTIVE","MANHATTAN","201916281 ","","Steam Stack",
"M022019196D02","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:40:39 PM","7/15/2019 10:40:39 PM","8/8/2019 11:59:59 PM","'","WEST  125 STREET","   5 AVENUE","LENOX AVENUE","","","ACTIVE","MANHATTAN","","","Maintain Fence",
"B022019196C07","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:31:21 PM","7/15/2019 10:31:21 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave. ","","Knuckle Boom",
"B022019196C06","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:31:20 PM","7/15/2019 10:31:20 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave. ","","Jersey Barrier",
"B022019196C05","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:31:20 PM","7/15/2019 10:31:20 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave ","","Forklift",
"B022019196C04","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:31:19 PM","7/15/2019 10:31:19 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave ","","Boom Truck",
"B022019196C03","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:31:19 PM","7/15/2019 10:31:19 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave ","","Backhoe",
"B022019196C02","PRESTIGE CONSTRUCTION NY LLC","'0221","7/15/2019 10:31:18 PM","7/15/2019 10:31:18 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave ","","",
"B022019196C01","PRESTIGE CONSTRUCTION NY LLC","'0214","7/15/2019 10:31:18 PM","7/15/2019 10:31:18 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave. ","","",
"B022019196C00","PRESTIGE CONSTRUCTION NY LLC","'0211","7/15/2019 10:31:18 PM","7/15/2019 10:31:18 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave ","","",
"B022019196B99","PRESTIGE CONSTRUCTION NY LLC","'0208","7/15/2019 10:31:17 PM","7/15/2019 10:31:17 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave ","","",
"B022019196B98","PRESTIGE CONSTRUCTION NY LLC","'0202","7/15/2019 10:31:17 PM","7/15/2019 10:31:17 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave ","","",
"B022019196B97","PRESTIGE CONSTRUCTION NY LLC","'0201","7/15/2019 10:31:16 PM","7/15/2019 10:31:16 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave. ","","",
"B022019196B96","PRESTIGE CONSTRUCTION NY LLC","'0215","7/15/2019 10:31:16 PM","7/15/2019 10:31:16 PM","10/11/2019 11:59:59 PM","'","HUMBOLDT STREET","MESEROLE STREET","MONTROSE AVENUE","","","ACTIVE","BROOKLYN","199 Montrose Ave. ","","",
"B022019196B95","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:29:30 PM","7/15/2019 10:29:30 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","","","Knuckle Boom",
"B022019196B94","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:29:30 PM","7/15/2019 10:29:30 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","","","Jersey Barrier",
"B022019196B93","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:29:30 PM","7/15/2019 10:29:30 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","montrose  ","","Forklift",
"B022019196B92","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:29:29 PM","7/15/2019 10:29:29 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","montrose  ","","Boom Truck",
"B022019196B91","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:29:29 PM","7/15/2019 10:29:29 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","montrose  ","","Backhoe",
"B022019196B90","PRESTIGE CONSTRUCTION NY LLC","'0221","7/15/2019 10:29:28 PM","7/15/2019 10:29:28 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","montrose  ","","",
"B022019196B89","PRESTIGE CONSTRUCTION NY LLC","'0215","7/15/2019 10:29:28 PM","7/15/2019 10:29:28 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","","","",
"B022019196B88","PRESTIGE CONSTRUCTION NY LLC","'0214","7/15/2019 10:29:27 PM","7/15/2019 10:29:27 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","","","",
"B022019196B87","PRESTIGE CONSTRUCTION NY LLC","'0211","7/15/2019 10:29:27 PM","7/15/2019 10:29:27 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","montrose  ","","",
"B022019196B86","PRESTIGE CONSTRUCTION NY LLC","'0208","7/15/2019 10:29:26 PM","7/15/2019 10:29:26 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","montrose  ","","",
"B022019196B85","PRESTIGE CONSTRUCTION NY LLC","'0202","7/15/2019 10:29:26 PM","7/15/2019 10:29:26 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","montrose  ","","",
"B022019196B84","PRESTIGE CONSTRUCTION NY LLC","'0201","7/15/2019 10:29:25 PM","7/15/2019 10:29:25 PM","10/11/2019 11:59:59 PM","'","MONTROSE AVENUE","BUSHWICK AVENUE","HUMBOLDT STREET","","","ACTIVE","BROOKLYN","","","",
"B022019196B83","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:36 PM","7/15/2019 10:21:36 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Knuckle Boom ",
"B022019196B82","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:36 PM","7/15/2019 10:21:36 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Concrete Truck ",
"B022019196B81","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:35 PM","7/15/2019 10:21:35 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Port-o-San ",
"B022019196B80","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:35 PM","7/15/2019 10:21:35 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Manlift",
"B022019196B79","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:35 PM","7/15/2019 10:21:35 PM","8/12/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Maintain Fence",
"B022019196B78","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:34 PM","7/15/2019 10:21:34 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Jersey Barrier",
"B022019196B77","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:34 PM","7/15/2019 10:21:34 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Generator",
"B022019196B76","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:33 PM","7/15/2019 10:21:33 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Forklift",
"B022019196B75","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:33 PM","7/15/2019 10:21:33 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Concrete Pump",
"B022019196B74","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:32 PM","7/15/2019 10:21:32 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Boom Truck",
"B022019196B73","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:21:31 PM","7/15/2019 10:21:31 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","Bobcat",
"B022019196B72","PRESTIGE CONSTRUCTION NY LLC","'0221","7/15/2019 10:21:31 PM","7/15/2019 10:21:31 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","",
"B022019196B71","PRESTIGE CONSTRUCTION NY LLC","'0215","7/15/2019 10:21:31 PM","7/15/2019 10:21:31 PM","8/12/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","",
"B022019196B70","PRESTIGE CONSTRUCTION NY LLC","'0214","7/15/2019 10:21:30 PM","7/15/2019 10:21:30 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","",
"B022019196B69","PRESTIGE CONSTRUCTION NY LLC","'0211","7/15/2019 10:21:30 PM","7/15/2019 10:21:30 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","",
"B022019196B68","PRESTIGE CONSTRUCTION NY LLC","'0208","7/15/2019 10:21:29 PM","7/15/2019 10:21:29 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","",
"B022019196B67","PRESTIGE CONSTRUCTION NY LLC","'0202","7/15/2019 10:21:29 PM","7/15/2019 10:21:29 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","",
"B022019196B66","PRESTIGE CONSTRUCTION NY LLC","'0201","7/15/2019 10:21:28 PM","7/15/2019 10:21:28 PM","10/11/2019 11:59:59 PM","'","EAST   23 STREET","CLARENDON ROAD","VANDERVEER PLACE","","","ACTIVE","BROOKLYN","2250 Clarendon Rd ","","",
"B022019196B65","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:19:39 PM","7/15/2019 10:19:39 PM","10/11/2019 11:59:59 PM","'","CLARENDON ROAD","EAST   22 STREET","EAST   23 STREET","","","ACTIVE","BROOKLYN","","","Knuckle Boom ",
"B022019196B64","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:19:39 PM","7/15/2019 10:19:39 PM","10/11/2019 11:59:59 PM","'","CLARENDON ROAD","EAST   22 STREET","EAST   23 STREET","","","ACTIVE","BROOKLYN","","","Concrete Truck ",
"B022019196B63","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:19:38 PM","7/15/2019 10:19:38 PM","10/11/2019 11:59:59 PM","'","CLARENDON ROAD","EAST   22 STREET","EAST   23 STREET","","","ACTIVE","BROOKLYN","","","Port-o-San ",
"B022019196B62","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:19:38 PM","7/15/2019 10:19:38 PM","10/11/2019 11:59:59 PM","'","CLARENDON ROAD","EAST   22 STREET","EAST   23 STREET","","","ACTIVE","BROOKLYN","","","Manlift",
"B022019196B61","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:19:37 PM","7/15/2019 10:19:37 PM","8/12/2019 11:59:59 PM","'","CLARENDON ROAD","EAST   22 STREET","EAST   23 STREET","","","ACTIVE","BROOKLYN","","","Maintain Fence",
"B022019196B60","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:19:37 PM","7/15/2019 10:19:37 PM","10/11/2019 11:59:59 PM","'","CLARENDON ROAD","EAST   22 STREET","EAST   23 STREET","","","ACTIVE","BROOKLYN","","","Jersey Barrier",
"B022019196B59","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:19:36 PM","7/15/2019 10:19:36 PM","10/11/2019 11:59:59 PM","'","CLARENDON ROAD","EAST   22 STREET","EAST   23 STREET","","","ACTIVE","BROOKLYN","","","Generator",
"B022019196B58","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:19:36 PM","7/15/2019 10:19:36 PM","10/11/2019 11:59:59 PM","'","CLARENDON ROAD","EAST   22 STREET","EAST   23 STREET","","","ACTIVE","BROOKLYN","","","Forklift",
"B022019196B57","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:19:35 PM","7/15/2019 10:19:35 PM","10/11/2019 11:59:59 PM","'","CLARENDON ROAD","EAST   22 STREET","EAST   23 STREET","","","ACTIVE","BROOKLYN","","","Concrete Pump",
"B022019196B56","PRESTIGE CONSTRUCTION NY LLC","'0204","7/15/2019 10:19:35 PM","7/15/2019 10:19:35 PM","10/11/2019 11:59:59 PM","'","CLARENDON ROAD","EAST   22 STREET","EAST   23 STREET","","","ACTIVE","BROOKLYN","","","Boom Truck",
