"PermitNumber","PermitteeName","PermitTypeID","PermitIssueDateFrom","IssuedWorkStartDate","IssuedWorkEndDate","PermitHouseNumber","OnStreetName","FromStreetName","ToStreetName","RoadWayType","SideWalkType","Status","BoroughName","SpecificLocation","CraneType","EquipmentType",
"Q012019200D64","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122","7/19/2019 1:29:28 PM","7/25/2019 12:00:00 AM","8/23/2019 11:59:59 PM","'"," 133 STREET","  97 AVENUE"," 101 AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019200D63","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122","7/19/2019 1:29:08 PM","8/15/2019 12:00:00 AM","9/13/2019 11:59:59 PM","'"," 130 STREET","  95 AVENUE","  97 AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019200D62","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122","7/19/2019 1:29:08 PM","7/25/2019 12:00:00 AM","8/23/2019 11:59:59 PM","'"," 130 STREET","  95 AVENUE","  97 AVENUE","","","ACTIVE","QUEENS","","","",
"S162019200A21","CURBSIDE INC.","'1600","7/19/2019 1:28:54 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","GREAVES AVENUE","ELKHART STREET","FAIRFIELD STREET","","","ACTIVE","STATEN ISLAND","15 Fairfield St  ","","",
"B162019200B37","CURBSIDE INC.","'1600","7/19/2019 1:28:54 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","GREENPOINT AVENUE","DEAD END","WEST STREET","","","ACTIVE","BROOKLYN","73 West St ","","",
"M162019200A85","CURBSIDE INC.","'1600","7/19/2019 1:28:53 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","EAST   82 STREET","LEXINGTON AVENUE","PARK AVENUE","","","ACTIVE","MANHATTAN","969 Park Ave ","","",
"B162019200B36","CURBSIDE INC.","'1600","7/19/2019 1:28:53 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","  13 STREET","   6 AVENUE","   7 AVENUE","","","ACTIVE","BROOKLYN","362 13th St ","","",
"B162019200B35","CURBSIDE INC.","'1600","7/19/2019 1:28:53 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","SEELEY STREET","  20 STREET","MC DONALD AVENUE","","","ACTIVE","BROOKLYN","42 Seeley St ","","",
"M162019200A84","CURBSIDE INC.","'1601","7/19/2019 1:28:52 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","VANDERBILT AVENUE","EAST   46 STREET","EAST   47 STREET","","","ACTIVE","MANHATTAN","45 E 45th St ","","",
"Q012019200D61","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122P","7/19/2019 1:27:48 PM","7/25/2019 12:00:00 AM","8/23/2019 11:59:59 PM","'"," 102 ROAD","  86 STREET","  88 STREET","","","ACTIVE","QUEENS","","","",
"Q012019200D60","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122P","7/19/2019 1:27:48 PM","7/25/2019 12:00:00 AM","8/23/2019 11:59:59 PM","'"," 102 ROAD","  86 STREET","  88 STREET","","","ACTIVE","QUEENS","","","",
"Q012019200D59","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122","7/19/2019 1:27:47 PM","7/25/2019 12:00:00 AM","8/23/2019 11:59:59 PM","'"," 102 ROAD","  84 STREET","BAYSIDE CEMETERY BOUNDARY","","","ACTIVE","QUEENS","","","",
"Q012019200D58","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122P","7/19/2019 1:27:04 PM","7/24/2019 12:00:00 AM","8/22/2019 11:59:59 PM","'","  90 AVENUE"," 182 PLACE"," 183 STREET","","","ACTIVE","QUEENS","","","",
"Q012019200D57","CONSOLIDATED EDISON","'0124P","7/19/2019 1:26:25 PM","7/28/2019 12:00:00 AM","7/28/2019 11:59:59 PM","'","  78 STREET","  21 AVENUE","DITMARS BOULEVARD","","","ACTIVE","QUEENS","W/S of 78 Street 560 ft N/O Ditmars Boulevard ","","",
"Q012019200D56","GIANFIA CORP.","'0160P","7/19/2019 1:26:06 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 174 STREET","","","","ACTIVE","QUEENS","SW1. NW2, NE3, SE4 ","","",
"Q012019200D55","GIANFIA CORP.","'0160P","7/19/2019 1:26:05 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","FRESH MEADOW LANE","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","SW1, SE4 ","","",
"Q012019200D54","GIANFIA CORP.","'0160P","7/19/2019 1:26:05 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  97 AVENUE","VAN WYCK EXPRESSWAY","","","","ACTIVE","QUEENS","SW1, NW2 ","","",
"Q012019200D53","GIANFIA CORP.","'0160P","7/19/2019 1:26:04 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 173 STREET","","","","ACTIVE","QUEENS","SW1. NW2, NE3, SE4 ","","",
"Q012019200D52","GIANFIA CORP.","'0160","7/19/2019 1:26:03 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 173 STREET","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","NW2, SE4, SW1 ","","",
"Q012019200D51","GIANFIA CORP.","'0160P","7/19/2019 1:26:03 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  85 AVENUE"," 162 STREET","","","","ACTIVE","QUEENS","SW1, NW2, NE3, SE4 ","","",
"Q012019200D50","GIANFIA CORP.","'0160P","7/19/2019 1:26:02 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 172 STREET","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","SE4, SW1 ","","",
"Q012019200D49","GIANFIA CORP.","'0160P","7/19/2019 1:26:02 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 172 STREET","","","","ACTIVE","QUEENS","SW1. NW2, NE3, SE4 ","","",
"Q012019200D48","GIANFIA CORP.","'0160P","7/19/2019 1:26:01 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","FRANCIS LEWIS BOULEVARD","  73 AVENUE","HORACE HARDING EXPRESSWAY","","","ACTIVE","QUEENS","SE &amp; SW corner at intersection of Francis Lewis Blvd &amp; Horace Harding Expwy SR S ","","",
"Q012019200D47","GIANFIA CORP.","'0160P","7/19/2019 1:26:00 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 171 STREET","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","SE4, SW1 ","","",
"Q012019200D46","GIANFIA CORP.","'0160P","7/19/2019 1:26:00 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 171 STREET","","","","ACTIVE","QUEENS","SW1. NW2, NE3 ","","",
"Q012019200D45","GIANFIA CORP.","'0160P","7/19/2019 1:25:58 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","HORACE HARDING EXPRESSWAY","PECK AVENUE","PECK AVENUE","","","ACTIVE","QUEENS","Median Island at intersection of Peck Ave &amp; Horace Harding Expwy SR S ","","",
"Q012019200D44","GIANFIA CORP.","'0160P","7/19/2019 1:25:55 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 170 STREET","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","SE4, SW1 ","","",
"Q012019200D43","GIANFIA CORP.","'0160P","7/19/2019 1:25:54 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 170 STREET","","","","ACTIVE","QUEENS","SW1. NW2, NE3, SE4 ","","",
"Q012019200D42","GIANFIA CORP.","'0160P","7/19/2019 1:25:53 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","ABERDEEN ROAD","GRAND CENTRL PARKWAY","","","","ACTIVE","QUEENS","NW2, NE3 ","","",
"Q012019200D41","GIANFIA CORP.","'0160P","7/19/2019 1:25:51 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 169 STREET","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","SE4, SW1 ","","",
"Q012019200D40","GIANFIA CORP.","'0160P","7/19/2019 1:25:50 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 169 STREET","","","","ACTIVE","QUEENS","SW1. NW2, NE3, SE4 ","","",
"Q012019200D39","GIANFIA CORP.","'0160","7/19/2019 1:25:48 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","PECK AVENUE","  64 AVENUE","HORACE HARDING EXPRESSWAY","","","ACTIVE","QUEENS","SW corner at intersection of Peck Ave &amp; Horace Harding Expwy SR S ","","",
"Q012019200D38","GIANFIA CORP.","'0160P","7/19/2019 1:25:47 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","HORACE HARDING EXPRESSWAY"," 163 STREET"," 164 STREET","","","ACTIVE","QUEENS","SW corner at intersection of 164th St &amp; Horace Harding Expwy SR S ","","",
"Q012019200D37","GIANFIA CORP.","'0160P","7/19/2019 1:25:45 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CHAPIN COURT","CHAPIN PARKWAY","","","","ACTIVE","QUEENS","NW2, SW1 ","","",
"Q012019200D36","GIANFIA CORP.","'0160P","7/19/2019 1:25:43 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 168 STREET","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","SE4, SW1 ","","",
"Q012019200D35","GIANFIA CORP.","'0160P","7/19/2019 1:25:42 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 168 STREET","","","","ACTIVE","QUEENS","SW1. NW2, NE3, SE4 ","","",
"Q012019200D34","GIANFIA CORP.","'0160","7/19/2019 1:25:41 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","HORACE HARDING EXPRESSWAY"," 188 STREET"," 190 STREET","","","ACTIVE","QUEENS","SE corner at intersection of 188th St &amp; Horace Harding Expwy SR S ","","",
"Q012019200D33","GIANFIA CORP.","'0160P","7/19/2019 1:25:41 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  85 AVENUE","CHAPIN PARKWAY","","","","ACTIVE","QUEENS","NE3, NW2, SW1 ","","",
"Q012019200D32","GIANFIA CORP.","'0160P","7/19/2019 1:25:40 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 167 STREET","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","SE4, SW1 ","","",
"Q012019200D31","GIANFIA CORP.","'0160P","7/19/2019 1:25:40 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 167 STREET","","","","ACTIVE","QUEENS","SW1. NW2, NE3, SE4 ","","",
"Q012019200D30","GIANFIA CORP.","'0160P","7/19/2019 1:25:39 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 184 STREET","EDGEWOOD AVENUE","","","","ACTIVE","QUEENS","NE3, SE4 ","","",
"Q012019200D29","GIANFIA CORP.","'0160P","7/19/2019 1:25:39 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  86 AVENUE"," 256 STREET","","","","ACTIVE","QUEENS","NW2 ","","",
"Q012019200D28","GIANFIA CORP.","'0160","7/19/2019 1:25:38 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","HORACE HARDING EXPRESSWAY"," 186 STREET"," 188 STREET","","","ACTIVE","QUEENS","SW corner at intersection of 188th St &amp; Horace Harding Expwy SR S ","","",
"Q012019200D27","GIANFIA CORP.","'0160P","7/19/2019 1:25:37 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  85 AVENUE"," 165 STREET","","","","ACTIVE","QUEENS","NE3, NW2, SE4, SW1 ","","",
"Q012019200D26","GIANFIA CORP.","'0160P","7/19/2019 1:25:37 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 166 STREET","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","SE1, SE4 ","","",
"Q012019200D25","GIANFIA CORP.","'0160P","7/19/2019 1:25:36 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 166 STREET","","","","ACTIVE","QUEENS","SW1. NW2, NE3, SE4 ","","",
"Q012019200D24","GIANFIA CORP.","'0160P","7/19/2019 1:25:36 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  85 AVENUE","CHAPIN PARKWAY","","","","ACTIVE","QUEENS","SW1 ","","",
"Q012019200D23","GIANFIA CORP.","'0160","7/19/2019 1:25:35 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","HORACE HARDING EXPRESSWAY"," 164 STREET"," 165 STREET","","","ACTIVE","QUEENS","SE corner at intersection of 164th St &amp; Horace Harding Expwy SR S ","","",
"Q012019200D22","GIANFIA CORP.","'0160","7/19/2019 1:25:35 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  87 TERRACE","LITTLE NECK PARKWAY","","","","ACTIVE","QUEENS","MEDIAN ISLAND ","","",
"Q012019200D21","GIANFIA CORP.","'0160P","7/19/2019 1:25:34 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  85 AVENUE"," 162 STREET","","","","ACTIVE","QUEENS","NE3, NW2, SE4, SW1 ","","",
"Q012019200D20","GIANFIA CORP.","'0160P","7/19/2019 1:25:34 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 165 STREET","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","SW1, SE4 ","","",
"Q012019200D19","GIANFIA CORP.","'0160P","7/19/2019 1:25:33 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 164 STREET","","","","ACTIVE","QUEENS","SW1, NW2, NE3, SE4, SW5, NW6 ","","",
"Q012019200D18","GIANFIA CORP.","'0160P","7/19/2019 1:25:33 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  75 AVENUE"," 171 STREET","","","","ACTIVE","QUEENS","SE ","","",
"Q012019200D17","GIANFIA CORP.","'0160","7/19/2019 1:25:32 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  87 ROAD","LITTLE NECK PARKWAY","","","","ACTIVE","QUEENS","MEDIAN ISLAND ","","",
"Q162019200A77","PLANET WASTE SERVICES, INC. ","'1600","7/19/2019 1:25:17 PM","7/19/2019 1:25:17 PM","7/23/2019 11:59:59 PM","'","RIDGEDALE AVENUE","GRAYSON STREET","NEPTON STREET","","","ACTIVE","QUEENS","","","",
"B162019200B34","BASIN HAULAGE INC.","'1601","7/19/2019 1:24:37 PM","7/21/2019 12:00:00 AM","7/25/2019 11:59:59 PM","'","OCEAN PARKWAY","CATON AVENUE","CHURCH AVENUE","","","ACTIVE","BROOKLYN","","","",
"M162019200A83","JOHN DANNA & SONS, INC.","'1600","7/19/2019 1:23:48 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","WEST  204 STREET","BROADWAY","COOPER STREET","","","ACTIVE","MANHATTAN","","","",
"X162019200A32","JOHN DANNA & SONS, INC.","'1600","7/19/2019 1:23:47 PM","7/21/2019 12:00:00 AM","7/25/2019 11:59:59 PM","'","REVIEW PLACE","WEST  238 STREET","WEST  239 STREET","","","ACTIVE","BRONX","To be placed on West 239th Street  ","","",
"X162019200A31","JOHN DANNA & SONS, INC.","'1600","7/19/2019 1:23:47 PM","7/21/2019 12:00:00 AM","7/25/2019 11:59:59 PM","'","WEST  195 STREET","RESERVOIR AVENUE","UNIVERSITY AVENUE","","","ACTIVE","BRONX","","","",
"X162019200A30","JOHN DANNA & SONS, INC.","'1601","7/19/2019 1:23:46 PM","7/22/2019 12:00:00 AM","7/26/2019 11:59:59 PM","'","BOSTON ROAD","BARNES AVENUE","WALLACE AVENUE","","","ACTIVE","BRONX","","","",
"X162019200A29","JOHN DANNA & SONS, INC.","'1600","7/19/2019 1:23:46 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","TRINITY AVENUE","EAST  165 STREET","EAST  166 STREET","","","ACTIVE","BRONX","","","",
"M162019200A82","JOHN DANNA & SONS, INC.","'1600","7/19/2019 1:23:45 PM","7/22/2019 12:00:00 AM","7/26/2019 11:59:59 PM","'","COOPER STREET","ACADEMY STREET","WEST  204 STREET","","","ACTIVE","MANHATTAN","","","",
"X012019200B49","E-J ELECTRIC INSTALLATION COMPANY","'0157P","7/19/2019 1:23:44 PM","7/19/2019 1:23:44 PM","10/16/2019 11:59:59 PM","'","GRAND CONCOURSE","EAST  158 STREET","EAST  159 STREET","","","ACTIVE","BRONX","","","",
"M012019200B17","DELANEY ASSOCIATES, LP","'0162","7/19/2019 1:23:06 PM","7/19/2019 1:23:06 PM","10/16/2019 11:59:59 PM","'","EAST END AVENUE","EAST   89 STREET","EAST   90 STREET","","","ACTIVE","MANHATTAN","","","",
"Q012019200D16","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122","7/19/2019 1:21:41 PM","7/25/2019 12:00:00 AM","8/23/2019 11:59:59 PM","'"," 101 AVENUE","  84 STREET","  85 STREET","","","ACTIVE","QUEENS","","","",
"Q012019200D15","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122","7/19/2019 1:21:39 PM","7/25/2019 12:00:00 AM","8/23/2019 11:59:59 PM","'"," 101 AVENUE","  84 STREET","  85 STREET","","","ACTIVE","QUEENS","","","",
"B012019200B21","VERIZON NEW YORK INC.","'0184P","7/19/2019 1:20:09 PM","7/19/2019 1:20:09 PM","9/14/2019 11:59:59 PM","'","EAST   96 STREET","AVENUE B","DITMAS AVENUE","","","ACTIVE","BROOKLYN","","","",
"M032019200A48","TIME WARNER CABLE NEW YORK CITY LLC","'0301","7/19/2019 1:19:55 PM","7/19/2019 1:19:55 PM","7/20/2019 1:19:55 PM","'","   5 AVENUE","EAST   56 STREET","","","","ACTIVE","MANHATTAN","Tech working at manhole on 5th and E 56th St ","","",
"B012019200B20","CONSOLIDATED EDISON","'0173","7/19/2019 1:18:29 PM","7/19/2019 1:18:29 PM","8/14/2019 11:59:59 PM","'","ATLANTIC AVENUE","BOERUM PLACE","SMITH STREET","","","ACTIVE","BROOKLYN","ATLANTIC AVE MILL &amp; PAVE REGRADE ","","",
"B012019200B19","CONSOLIDATED EDISON","'0173","7/19/2019 1:17:59 PM","7/19/2019 1:17:59 PM","8/14/2019 11:59:59 PM","'","ATLANTIC AVENUE","HICKS STREET","","","","ACTIVE","BROOKLYN","ATLANTIC AVE MILL &amp; PAVE REGRADE ","","",
"B012019200B18","CONSOLIDATED EDISON","'0173","7/19/2019 1:17:59 PM","7/19/2019 1:17:59 PM","8/14/2019 11:59:59 PM","'","ATLANTIC AVENUE","BQE EASTBOUND EXIT   27","HICKS STREET","","","ACTIVE","BROOKLYN","ATLANTIC AVE MILL &amp; PAVE REGRADE ","","",
"B012019200B17","CONSOLIDATED EDISON","'0173","7/19/2019 1:17:58 PM","7/19/2019 1:17:58 PM","8/14/2019 11:59:59 PM","'","ATLANTIC AVENUE","HENRY STREET","HICKS STREET","","","ACTIVE","BROOKLYN","ATLANTIC AVE MILL &amp; PAVE REGRADE ","","",
"Q012019200D14","MULVIHILL ELECTRICAL ENTERPRISES, INC.","'0110","7/19/2019 1:17:56 PM","7/20/2019 12:00:00 AM","8/31/2019 11:59:59 PM","'"," 150 STREET"," 130 AVENUE","SUTTER AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019200D13","MULVIHILL ELECTRICAL ENTERPRISES, INC.","'0100","7/19/2019 1:17:55 PM","7/20/2019 12:00:00 AM","8/31/2019 11:59:59 PM","'"," 150 STREET"," 130 AVENUE","SUTTER AVENUE","","","ACTIVE","QUEENS","","","",
"M012019200B16","CONSOLIDATED EDISON","'0135P","7/19/2019 1:16:26 PM","7/25/2019 12:00:00 AM","8/23/2019 11:59:59 PM","'","WEST   12 STREET","GREENWICH STREET","WASHINGTON STREET","","","ACTIVE","MANHATTAN","0' NSC OF W 12 ST, 10' EEC OF WASHINTON ST ","","",
"M012019200B15","CONSOLIDATED EDISON","'0135","7/19/2019 1:16:09 PM","7/30/2019 12:00:00 AM","8/28/2019 11:59:59 PM","'","CLINTON STREET","CHERRY STREET","SOUTH STREET","","","ACTIVE","MANHATTAN","176' nnc of south st &amp; 8' wec of clinton st ","","",
"X012019200B48","GIANFIA CORP.","'0158","7/19/2019 1:15:05 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","WOOD AVENUE","","","ACTIVE","BRONX","","","",
"X022019200B18","GIANFIA CORP.","'0204","7/19/2019 1:15:04 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","NEWBOLD AVENUE","PUGSLEY AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Installation Of Bus Pads",
"X022019200B17","GIANFIA CORP.","'0204","7/19/2019 1:15:04 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","COMMONWEALTH AVENUE","ROSEDALE AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","catch basin",
"X022019200B16","GIANFIA CORP.","'0204","7/19/2019 1:15:03 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","NEWBOLD AVENUE","PUGSLEY AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Barricade",
"B012019200B16","CONSOLIDATED EDISON","'0121P","7/19/2019 1:15:03 PM","7/19/2019 1:15:03 PM","9/12/2019 11:59:59 PM","'","NOSTRAND AVENUE","AVENUE V","AVENUE W","","","ACTIVE","BROOKLYN","219’ NNC OF AVENUE W AND 56’ EWC OF NOSTRAND AVENUE ","","",
"X022019200B15","GIANFIA CORP.","'0204","7/19/2019 1:15:02 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","COMMONWEALTH AVENUE","ROSEDALE AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Barricade",
"X022019200B14","GIANFIA CORP.","'0204","7/19/2019 1:15:02 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","COMMONWEALTH AVENUE","ROSEDALE AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Installation Of Bus Pads",
"X022019200B13","GIANFIA CORP.","'0204","7/19/2019 1:15:01 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","NEWBOLD AVENUE","PUGSLEY AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","catch basin",
"X022019200B12","GIANFIA CORP.","'0204","7/19/2019 1:15:01 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","NEWBOLD AVENUE","PUGSLEY AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Excavator",
"X022019200B11","GIANFIA CORP.","'0204","7/19/2019 1:15:00 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","COMMONWEALTH AVENUE","ROSEDALE AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Excavator",
"X022019200B10","GIANFIA CORP.","'0204","7/19/2019 1:15:00 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","NEWBOLD AVENUE","PUGSLEY AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Compressor",
"X022019200B09","GIANFIA CORP.","'0204","7/19/2019 1:14:59 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","COMMONWEALTH AVENUE","ROSEDALE AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Compressor",
"X022019200B08","GIANFIA CORP.","'0204","7/19/2019 1:14:58 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","NEWBOLD AVENUE","PUGSLEY AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Backhoe",
"X022019200B07","GIANFIA CORP.","'0204","7/19/2019 1:14:58 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","COMMONWEALTH AVENUE","ROSEDALE AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Backhoe",
"X022019200B06","GIANFIA CORP.","'0221","7/19/2019 1:14:57 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","COMMONWEALTH AVENUE","ROSEDALE AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200B05","GIANFIA CORP.","'0221","7/19/2019 1:14:57 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","NEWBOLD AVENUE","PUGSLEY AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200B04","GIANFIA CORP.","'0202","7/19/2019 1:14:56 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","NEWBOLD AVENUE","PUGSLEY AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200B03","GIANFIA CORP.","'0202","7/19/2019 1:14:55 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","COMMONWEALTH AVENUE","ROSEDALE AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200B02","GIANFIA CORP.","'0201","7/19/2019 1:14:55 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","COMMONWEALTH AVENUE","ROSEDALE AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
